Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
PS,2001.0,Sports,0.12,0.08,0.0,0.01,0.21
3DS,2011.0,Action,0.16,0.04,0.0,0.02,0.21
PS2,2004.0,Racing,0.11,0.08,0.0,0.03,0.21
PS,1996.0,Platform,0.12,0.08,0.0,0.01,0.21
3DS,2015.0,Strategy,0.14,0.05,0.01,0.02,0.21
GC,2005.0,Misc,0.17,0.04,0.0,0.01,0.21
XOne,2014.0,Sports,0.17,0.02,0.0,0.02,0.21
PS2,2004.0,Racing,0.11,0.08,0.0,0.03,0.21
PSP,2005.0,Sports,0.2,0.0,0.0,0.02,0.21
PS2,2009.0,Fighting,0.11,0.08,0.0,0.03,0.21
SAT,1997.0,Sports,0.0,0.0,0.21,0.0,0.21
X360,2011.0,Sports,0.18,0.01,0.0,0.02,0.21
Wii,2008.0,Simulation,0.2,0.0,0.0,0.02,0.21
SAT,1997.0,Role-Playing,0.0,0.0,0.21,0.0,0.21
DS,2007.0,Sports,0.0,0.0,0.21,0.0,0.21
PS2,2002.0,Action,0.03,0.02,0.15,0.01,0.21
SAT,1997.0,Adventure,0.0,0.0,0.21,0.0,0.21
X360,2012.0,Simulation,0.13,0.03,0.04,0.01,0.21
Wii,2008.0,Sports,0.2,0.0,0.0,0.02,0.21
Wii,2011.0,Misc,0.2,0.0,0.0,0.01,0.21
X360,2006.0,Sports,0.2,0.0,0.0,0.02,0.21
PS2,2008.0,Racing,0.1,0.08,0.0,0.03,0.21
3DS,2012.0,Simulation,0.0,0.0,0.21,0.0,0.21
Wii,2006.0,Action,0.19,0.01,0.0,0.02,0.21
GC,2006.0,Adventure,0.17,0.04,0.0,0.01,0.21
X360,2007.0,Sports,0.2,0.0,0.0,0.02,0.21
PS,1999.0,Action,0.12,0.08,0.0,0.01,0.21
PS2,2000.0,Racing,0.1,0.08,0.0,0.03,0.21
PS2,2004.0,Role-Playing,0.1,0.08,0.0,0.03,0.21
X360,2011.0,Misc,0.11,0.09,0.0,0.02,0.21
PS2,2006.0,Misc,0.0,0.0,0.21,0.0,0.21
GBA,2002.0,Shooter,0.15,0.06,0.0,0.0,0.21
PS2,2004.0,Fighting,0.1,0.08,0.0,0.03,0.21
X,2003.0,Fighting,0.16,0.05,0.0,0.01,0.21
PS3,2010.0,Action,0.0,0.0,0.21,0.0,0.21
PS2,2002.0,Strategy,0.1,0.08,0.0,0.03,0.21
X360,2013.0,Shooter,0.1,0.1,0.0,0.02,0.21
Wii,2008.0,Misc,0.2,0.0,0.0,0.02,0.21
Wii,2011.0,Action,0.19,0.01,0.0,0.01,0.21
X,2002.0,Shooter,0.16,0.05,0.0,0.01,0.21
DS,2011.0,Action,0.1,0.09,0.0,0.02,0.21
Wii,2010.0,Racing,0.17,0.02,0.0,0.01,0.21
X,2005.0,Sports,0.16,0.05,0.0,0.01,0.21
X360,2009.0,Adventure,0.14,0.05,0.0,0.02,0.21
X,2004.0,Action,0.16,0.05,0.0,0.01,0.21
PS2,2005.0,Misc,0.1,0.08,0.0,0.03,0.21
PS2,2004.0,Shooter,0.1,0.08,0.0,0.03,0.21
PSP,2005.0,Sports,0.2,0.0,0.0,0.02,0.21
DS,2009.0,Adventure,0.2,0.0,0.0,0.02,0.21
PS3,2013.0,Role-Playing,0.06,0.03,0.1,0.02,0.21
X360,2012.0,Action,0.2,0.0,0.0,0.02,0.21
DS,2005.0,Sports,0.19,0.0,0.0,0.02,0.21
2600,1992.0,Action,0.2,0.01,0.0,0.0,0.21
2600,1978.0,Puzzle,0.2,0.01,0.0,0.0,0.21
2600,1981.0,Sports,0.2,0.01,0.0,0.0,0.21
DS,2013.0,Simulation,0.11,0.09,0.0,0.02,0.21
DS,2006.0,Sports,0.2,0.0,0.0,0.02,0.21
Wii,2011.0,Misc,0.0,0.18,0.0,0.04,0.21
PS3,2012.0,Adventure,0.04,0.13,0.0,0.04,0.21
X360,2009.0,Sports,0.19,0.01,0.0,0.02,0.21
PS2,2004.0,Action,0.1,0.08,0.0,0.03,0.21
PS2,2001.0,Shooter,0.1,0.08,0.0,0.03,0.21
PS2,2005.0,Platform,0.1,0.08,0.0,0.03,0.21
PS3,2009.0,Misc,0.0,0.18,0.0,0.03,0.21
PS3,2010.0,Racing,0.05,0.12,0.0,0.04,0.21
X360,2009.0,Shooter,0.12,0.07,0.0,0.02,0.21
GC,2003.0,Fighting,0.0,0.0,0.21,0.01,0.21
X,2002.0,Shooter,0.16,0.05,0.0,0.01,0.21
DS,2009.0,Simulation,0.2,0.0,0.0,0.01,0.21
PS,1996.0,Adventure,0.0,0.0,0.2,0.01,0.21
SNES,1995.0,Fighting,0.0,0.0,0.21,0.0,0.21
X360,2010.0,Misc,0.17,0.03,0.0,0.02,0.21
X360,2013.0,Action,0.12,0.08,0.0,0.02,0.21
PS,2000.0,Fighting,0.12,0.08,0.0,0.01,0.21
X360,2009.0,Sports,0.2,0.0,0.0,0.02,0.21
X,2005.0,Shooter,0.16,0.05,0.0,0.01,0.21
PS3,2013.0,Role-Playing,0.09,0.0,0.1,0.02,0.21
PS2,2005.0,Strategy,0.0,0.0,0.21,0.0,0.21
PS2,2003.0,Platform,0.1,0.08,0.0,0.03,0.21
GC,2003.0,Platform,0.16,0.04,0.0,0.01,0.21
Wii,2008.0,Action,0.19,0.0,0.0,0.02,0.21
DS,2008.0,Action,0.19,0.01,0.0,0.02,0.21
PSV,2014.0,Action,0.08,0.07,0.01,0.05,0.21
PS2,2002.0,Role-Playing,0.1,0.08,0.0,0.03,0.21
PS3,2013.0,Sports,0.0,0.16,0.0,0.05,0.21
PS,2002.0,Platform,0.12,0.08,0.0,0.01,0.21
WiiU,2015.0,Misc,0.13,0.06,0.0,0.02,0.21
Wii,2008.0,Misc,0.19,0.01,0.0,0.02,0.21
PS2,2001.0,Adventure,0.09,0.07,0.03,0.02,0.21
DS,2008.0,Action,0.16,0.01,0.02,0.02,0.21
DS,2011.0,Adventure,0.2,0.0,0.0,0.02,0.21
PSP,2011.0,Strategy,0.0,0.0,0.21,0.0,0.21
X,2003.0,Sports,0.16,0.05,0.0,0.01,0.21
PSP,2007.0,Sports,0.19,0.0,0.0,0.02,0.21
Wii,2011.0,Action,0.08,0.08,0.03,0.02,0.21
N64,1999.0,Shooter,0.17,0.04,0.0,0.0,0.21
N64,1999.0,Platform,0.17,0.04,0.0,0.0,0.21
Wii,2007.0,Platform,0.18,0.02,0.0,0.02,0.21
N64,2000.0,Racing,0.17,0.04,0.0,0.0,0.21
N64,1999.0,Misc,0.17,0.04,0.0,0.0,0.21
N64,1998.0,Fighting,0.17,0.04,0.0,0.0,0.21
N64,1997.0,Fighting,0.17,0.04,0.0,0.0,0.21
PS3,2016.0,Sports,0.09,0.08,0.01,0.03,0.21
Wii,2009.0,Adventure,0.09,0.1,0.0,0.02,0.21
DS,2008.0,Strategy,0.16,0.03,0.0,0.02,0.21
PS,1996.0,Role-Playing,0.0,0.0,0.2,0.01,0.21
XOne,2015.0,Action,0.1,0.09,0.0,0.02,0.21
3DS,2012.0,Role-Playing,0.13,0.07,0.0,0.02,0.21
SAT,1996.0,Fighting,0.0,0.0,0.21,0.0,0.21
Wii,2009.0,Platform,0.18,0.01,0.0,0.01,0.21
X360,2008.0,Racing,0.06,0.14,0.0,0.01,0.21
GC,2003.0,Action,0.16,0.04,0.0,0.01,0.21
PS4,2015.0,Shooter,0.05,0.12,0.0,0.03,0.21
PSP,2005.0,Adventure,0.18,0.01,0.0,0.02,0.21
PS,1997.0,Role-Playing,0.12,0.08,0.0,0.01,0.21
PS,1999.0,Role-Playing,0.12,0.08,0.0,0.01,0.21
PS3,2008.0,Racing,0.1,0.08,0.0,0.03,0.21
PS3,2013.0,Role-Playing,0.07,0.02,0.1,0.02,0.21
PS3,2009.0,Action,0.11,0.07,0.0,0.03,0.21
PS,2000.0,Role-Playing,0.0,0.0,0.2,0.01,0.21
GBA,2004.0,Platform,0.0,0.0,0.2,0.01,0.21
PSP,2010.0,Fighting,0.11,0.06,0.0,0.04,0.21
PSP,2005.0,Misc,0.19,0.0,0.0,0.02,0.21
X360,2007.0,Misc,0.18,0.01,0.0,0.02,0.21
PS2,2002.0,Action,0.1,0.08,0.0,0.03,0.21
PSP,2010.0,Sports,0.19,0.0,0.0,0.02,0.21
X,2004.0,Shooter,0.17,0.04,0.0,0.01,0.21
PS2,2001.0,Racing,0.1,0.08,0.0,0.03,0.21
PS2,2008.0,Action,0.1,0.08,0.0,0.03,0.21
X360,2007.0,Action,0.18,0.0,0.01,0.01,0.21
X,2005.0,Action,0.16,0.04,0.0,0.01,0.21
DS,2011.0,Strategy,0.1,0.03,0.07,0.01,0.21
PS2,2006.0,Sports,0.0,0.0,0.21,0.0,0.21
3DS,2012.0,Action,0.19,0.0,0.0,0.02,0.21
PC,2015.0,Sports,0.06,0.13,0.0,0.02,0.21
GBA,2003.0,Platform,0.15,0.06,0.0,0.0,0.21
PSP,2010.0,Role-Playing,0.0,0.0,0.21,0.0,0.21
X,2002.0,Action,0.13,0.04,0.03,0.01,0.21
GC,2001.0,Sports,0.16,0.04,0.0,0.01,0.21
PSP,2009.0,Fighting,0.17,0.02,0.0,0.02,0.21
PSV,2014.0,Fighting,0.0,0.03,0.17,0.01,0.21
X360,2009.0,Action,0.12,0.05,0.02,0.02,0.21
GC,2002.0,Sports,0.16,0.04,0.0,0.01,0.21
3DS,2016.0,Simulation,0.0,0.0,0.21,0.0,0.21
PS3,2011.0,Platform,0.11,0.07,0.0,0.03,0.21
PS3,2011.0,Sports,0.06,0.05,0.08,0.02,0.21
PS,1999.0,Racing,0.12,0.08,0.0,0.01,0.21
PS3,2013.0,Action,0.07,0.09,0.0,0.04,0.21
X360,2010.0,Shooter,0.19,0.0,0.0,0.01,0.21
PS2,2000.0,Sports,0.1,0.08,0.0,0.03,0.21
X360,2010.0,Action,0.07,0.11,0.0,0.02,0.21
Wii,2007.0,Role-Playing,0.09,0.0,0.11,0.01,0.21
PS3,2013.0,Role-Playing,0.06,0.02,0.12,0.02,0.21
PS2,2005.0,Action,0.1,0.08,0.0,0.03,0.21
DS,2009.0,Strategy,0.0,0.0,0.21,0.0,0.21
Wii,2011.0,Misc,0.19,0.0,0.0,0.01,0.21
PS,2000.0,Fighting,0.12,0.08,0.0,0.01,0.21
Wii,2010.0,Action,0.12,0.07,0.0,0.02,0.21
DS,2008.0,Sports,0.19,0.0,0.0,0.02,0.21
X360,2007.0,Sports,0.19,0.0,0.0,0.02,0.21
PSP,2005.0,Fighting,0.19,0.0,0.0,0.02,0.21
X360,2009.0,Sports,0.18,0.01,0.0,0.01,0.21
PS2,2006.0,Role-Playing,0.0,0.0,0.21,0.0,0.21
PS2,2005.0,Action,0.1,0.08,0.0,0.03,0.21
PC,2013.0,Shooter,0.14,0.04,0.0,0.02,0.21
DS,2008.0,Racing,0.19,0.0,0.0,0.01,0.21
3DS,2011.0,Action,0.16,0.03,0.0,0.01,0.21
X,2002.0,Sports,0.15,0.04,0.0,0.01,0.21
SAT,1995.0,Fighting,0.0,0.0,0.21,0.0,0.21
PSP,2005.0,Sports,0.19,0.0,0.0,0.02,0.21
PS2,2002.0,Sports,0.1,0.08,0.0,0.03,0.21
PS,1998.0,Adventure,0.0,0.0,0.19,0.01,0.21
PSP,2009.0,Sports,0.19,0.0,0.0,0.02,0.21
DS,2006.0,Misc,0.0,0.0,0.21,0.0,0.21
X360,2011.0,Misc,0.19,0.0,0.0,0.01,0.21
Wii,2008.0,Misc,0.19,0.0,0.0,0.01,0.21
GBA,2004.0,Misc,0.15,0.05,0.0,0.0,0.21
PS3,2010.0,Sports,0.0,0.0,0.21,0.0,0.21
GBA,2001.0,Fighting,0.09,0.03,0.08,0.0,0.21
PS2,2002.0,Sports,0.04,0.03,0.12,0.01,0.21
DS,2008.0,Role-Playing,0.12,0.03,0.05,0.01,0.21
X,2004.0,Sports,0.15,0.04,0.0,0.01,0.21
GC,2002.0,Action,0.16,0.04,0.0,0.01,0.21
X360,2016.0,Sports,0.15,0.04,0.0,0.02,0.21
3DS,2012.0,Action,0.0,0.0,0.21,0.0,0.21
X360,2010.0,Shooter,0.11,0.08,0.0,0.02,0.21
PSP,2011.0,Sports,0.0,0.0,0.21,0.0,0.21
PS,2000.0,Adventure,0.11,0.08,0.0,0.01,0.21
XOne,2013.0,Sports,0.17,0.02,0.0,0.02,0.21
PS3,2013.0,Shooter,0.07,0.05,0.06,0.02,0.21
DS,2009.0,Simulation,0.19,0.0,0.0,0.01,0.21
PS3,2012.0,Action,0.0,0.0,0.21,0.0,0.21
GC,2005.0,Fighting,0.16,0.04,0.0,0.01,0.21
X,2003.0,Platform,0.15,0.04,0.0,0.01,0.21
Wii,2008.0,Action,0.15,0.01,0.03,0.01,0.21
GBA,2002.0,Action,0.15,0.05,0.0,0.0,0.21
Wii,2010.0,Action,0.18,0.02,0.0,0.01,0.21
X360,2008.0,Misc,0.19,0.0,0.0,0.02,0.2
NG,1995.0,Fighting,0.0,0.0,0.2,0.0,0.2
GBA,2002.0,Misc,0.15,0.05,0.0,0.0,0.2
DS,2009.0,Action,0.19,0.0,0.0,0.01,0.2
GBA,2004.0,Action,0.15,0.05,0.0,0.0,0.2
G,2000.0,Strategy,0.0,0.0,0.2,0.0,0.2
PSP,2008.0,Misc,0.19,0.0,0.0,0.02,0.2
PS2,2004.0,Fighting,0.1,0.08,0.0,0.03,0.2
PS3,2012.0,Action,0.1,0.03,0.06,0.02,0.2
SNES,1995.0,Strategy,0.0,0.0,0.2,0.0,0.2
PS2,2005.0,Sports,0.1,0.08,0.0,0.03,0.2
X,2001.0,Racing,0.15,0.04,0.0,0.01,0.2
DS,2009.0,Puzzle,0.0,0.0,0.2,0.0,0.2
PS3,2006.0,Simulation,0.06,0.0,0.14,0.01,0.2
PS2,2007.0,Action,0.0,0.0,0.2,0.0,0.2
PS2,2008.0,Misc,0.0,0.02,0.0,0.19,0.2
PS2,2005.0,Strategy,0.06,0.05,0.07,0.02,0.2
X,2005.0,Sports,0.15,0.04,0.0,0.01,0.2
X360,2013.0,Shooter,0.06,0.12,0.0,0.02,0.2
PC,2003.0,Role-Playing,0.0,0.19,0.0,0.01,0.2
DC,2000.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
X,2002.0,Racing,0.14,0.04,0.02,0.01,0.2
X,2006.0,Racing,0.15,0.04,0.0,0.01,0.2
PS2,2000.0,Sports,0.0,0.0,0.2,0.0,0.2
PS4,2016.0,Action,0.0,0.17,0.0,0.03,0.2
GBA,2005.0,Misc,0.15,0.05,0.0,0.0,0.2
PC,2011.0,Shooter,0.09,0.09,0.0,0.03,0.2
PSV,2012.0,Action,0.08,0.09,0.0,0.03,0.2
PS2,2005.0,Misc,0.1,0.08,0.0,0.03,0.2
PSP,2006.0,Strategy,0.18,0.0,0.0,0.02,0.2
SNES,1994.0,Racing,0.0,0.0,0.2,0.0,0.2
PSP,2012.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
Wii,2009.0,Misc,0.0,0.19,0.0,0.01,0.2
PS2,2006.0,Fighting,0.1,0.08,0.0,0.03,0.2
PS2,2008.0,Sports,0.1,0.08,0.0,0.03,0.2
PS2,2003.0,Sports,0.0,0.0,0.2,0.0,0.2
WiiU,2013.0,Simulation,0.14,0.04,0.0,0.02,0.2
PS2,2004.0,Racing,0.1,0.08,0.0,0.03,0.2
GC,2005.0,Misc,0.16,0.04,0.0,0.01,0.2
SAT,1996.0,Strategy,0.0,0.0,0.2,0.0,0.2
X360,2009.0,Adventure,0.1,0.08,0.0,0.02,0.2
X,2002.0,Sports,0.15,0.04,0.0,0.01,0.2
NG,1994.0,Fighting,0.0,0.0,0.2,0.0,0.2
PS2,2004.0,Platform,0.1,0.08,0.0,0.03,0.2
DS,2006.0,Racing,0.17,0.01,0.0,0.02,0.2
GC,2003.0,Fighting,0.0,0.0,0.2,0.01,0.2
DS,2008.0,Misc,0.0,0.2,0.0,0.0,0.2
X360,2012.0,Simulation,0.14,0.03,0.01,0.02,0.2
PS3,2007.0,Role-Playing,0.17,0.01,0.0,0.02,0.2
XOne,2015.0,Simulation,0.11,0.08,0.0,0.02,0.2
PSV,2012.0,Action,0.11,0.05,0.0,0.04,0.2
GBA,2003.0,Sports,0.14,0.05,0.0,0.0,0.2
PS2,2001.0,Racing,0.09,0.07,0.02,0.02,0.2
PSV,2015.0,Action,0.05,0.03,0.09,0.03,0.2
PS2,2004.0,Sports,0.1,0.08,0.0,0.03,0.2
PS2,2000.0,Fighting,0.0,0.0,0.2,0.0,0.2
DS,2007.0,Role-Playing,0.19,0.0,0.0,0.02,0.2
PSV,2014.0,Adventure,0.09,0.01,0.06,0.04,0.2
GBA,2003.0,Simulation,0.14,0.05,0.0,0.0,0.2
GC,2004.0,Platform,0.16,0.04,0.0,0.01,0.2
SAT,1996.0,Shooter,0.0,0.0,0.2,0.0,0.2
X360,2011.0,Misc,0.17,0.02,0.0,0.01,0.2
WiiU,2016.0,Action,0.09,0.09,0.01,0.02,0.2
PS3,2011.0,Sports,0.15,0.03,0.0,0.02,0.2
PSP,2012.0,Action,0.0,0.0,0.2,0.0,0.2
GBA,2003.0,Platform,0.14,0.05,0.0,0.0,0.2
X,2002.0,Sports,0.15,0.04,0.0,0.01,0.2
3DS,2015.0,Role-Playing,0.05,0.02,0.13,0.01,0.2
3DS,2012.0,Action,0.16,0.0,0.03,0.01,0.2
Wii,2010.0,Misc,0.0,0.18,0.0,0.03,0.2
PSP,2011.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
X,2006.0,Racing,0.15,0.04,0.0,0.01,0.2
PS2,2003.0,Misc,0.0,0.0,0.2,0.0,0.2
GC,2002.0,Racing,0.16,0.04,0.0,0.01,0.2
X360,2008.0,Role-Playing,0.16,0.02,0.01,0.02,0.2
X360,2014.0,Adventure,0.11,0.07,0.0,0.02,0.2
Wii,2009.0,Action,0.17,0.01,0.0,0.02,0.2
PS2,2005.0,Shooter,0.1,0.08,0.0,0.03,0.2
GBA,2001.0,Sports,0.14,0.05,0.0,0.0,0.2
PS,1996.0,Role-Playing,0.06,0.04,0.09,0.01,0.2
PS3,2015.0,Misc,0.11,0.06,0.0,0.03,0.2
PS3,2010.0,Action,0.06,0.09,0.01,0.03,0.2
PS,1997.0,Shooter,0.11,0.08,0.0,0.01,0.2
PS3,2010.0,Racing,0.0,0.14,0.01,0.04,0.2
X360,2010.0,Simulation,0.11,0.07,0.0,0.02,0.2
DS,2009.0,Misc,0.19,0.0,0.0,0.01,0.2
PS2,2009.0,Misc,0.1,0.08,0.0,0.03,0.2
GC,2004.0,Platform,0.15,0.04,0.0,0.01,0.2
X360,2010.0,Misc,0.1,0.08,0.0,0.02,0.2
PS,1998.0,Racing,0.11,0.08,0.0,0.01,0.2
Wii,2009.0,Action,0.12,0.03,0.03,0.02,0.2
PSP,2011.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
PSP,2008.0,Action,0.02,0.0,0.18,0.0,0.2
X,2003.0,Sports,0.15,0.04,0.0,0.01,0.2
DS,2009.0,Role-Playing,0.06,0.05,0.07,0.01,0.2
X360,2007.0,Racing,0.18,0.0,0.0,0.02,0.2
PS3,2011.0,Sports,0.09,0.08,0.0,0.03,0.2
PC,2011.0,Role-Playing,0.09,0.09,0.0,0.02,0.2
PS2,2003.0,Sports,0.1,0.08,0.0,0.03,0.2
X,2005.0,Action,0.15,0.04,0.0,0.01,0.2
N64,1996.0,Sports,0.16,0.04,0.0,0.0,0.2
N64,2000.0,Racing,0.16,0.04,0.0,0.0,0.2
N64,1997.0,Puzzle,0.13,0.02,0.05,0.0,0.2
N64,2000.0,Racing,0.16,0.04,0.0,0.0,0.2
N64,2000.0,Platform,0.16,0.04,0.0,0.0,0.2
N64,1999.0,Racing,0.06,0.13,0.0,0.01,0.2
N64,2000.0,Platform,0.16,0.04,0.0,0.0,0.2
N64,1999.0,Strategy,0.0,0.0,0.2,0.0,0.2
N64,1998.0,Sports,0.16,0.04,0.0,0.0,0.2
N64,1998.0,Shooter,0.16,0.04,0.0,0.0,0.2
N64,1997.0,Sports,0.0,0.0,0.17,0.03,0.2
PSP,2006.0,Sports,0.18,0.0,0.0,0.02,0.2
3DS,2012.0,Fighting,0.06,0.07,0.05,0.01,0.2
X,2003.0,Racing,0.15,0.04,0.0,0.01,0.2
PSP,2010.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
PS3,2007.0,Shooter,0.17,0.01,0.0,0.02,0.2
DS,2010.0,Misc,0.16,0.03,0.0,0.01,0.2
PS3,2011.0,Misc,0.0,0.16,0.0,0.04,0.2
DS,2009.0,Role-Playing,0.16,0.03,0.0,0.02,0.2
DS,2009.0,Simulation,0.18,0.0,0.0,0.01,0.2
PS2,2002.0,Misc,0.0,0.0,0.2,0.0,0.2
GBA,2005.0,Misc,0.14,0.05,0.0,0.0,0.2
PS2,2008.0,Racing,0.1,0.08,0.0,0.03,0.2
PS,1999.0,Strategy,0.0,0.0,0.19,0.01,0.2
Wii,2009.0,Adventure,0.11,0.07,0.0,0.02,0.2
PS2,2009.0,Sports,0.1,0.08,0.0,0.03,0.2
X360,2010.0,Shooter,0.1,0.07,0.02,0.02,0.2
XOne,2014.0,Action,0.1,0.09,0.0,0.02,0.2
X360,2009.0,Sports,0.0,0.19,0.0,0.01,0.2
X,2002.0,Sports,0.15,0.04,0.0,0.01,0.2
3DS,2012.0,Action,0.15,0.03,0.0,0.02,0.2
SNES,1996.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
PS3,2010.0,Simulation,0.11,0.06,0.0,0.03,0.2
X,2005.0,Action,0.15,0.04,0.0,0.01,0.2
SAT,1994.0,Shooter,0.0,0.0,0.2,0.0,0.2
DS,2009.0,Misc,0.19,0.0,0.0,0.01,0.2
PS4,2014.0,Role-Playing,0.08,0.09,0.0,0.03,0.2
PS3,2013.0,Sports,0.0,0.0,0.2,0.0,0.2
Wii,2010.0,Sports,0.19,0.0,0.0,0.01,0.2
PS2,2007.0,Sports,0.1,0.08,0.0,0.03,0.2
DS,2008.0,Misc,0.18,0.0,0.0,0.01,0.2
DC,2000.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
PS,1996.0,Misc,0.02,0.01,0.16,0.01,0.2
X360,2005.0,Racing,0.1,0.02,0.07,0.01,0.2
X,2004.0,Action,0.15,0.04,0.0,0.01,0.2
GC,2004.0,Sports,0.15,0.04,0.0,0.01,0.2
PS3,2016.0,Sports,0.02,0.1,0.06,0.02,0.2
PSP,2013.0,Sports,0.0,0.0,0.2,0.0,0.2
PS2,2005.0,Action,0.1,0.08,0.0,0.03,0.2
DS,2008.0,Misc,0.0,0.2,0.0,0.0,0.2
X360,2008.0,Role-Playing,0.18,0.0,0.01,0.01,0.2
PS3,2011.0,Shooter,0.06,0.04,0.08,0.02,0.2
PS2,2003.0,Strategy,0.1,0.08,0.0,0.03,0.2
X,2001.0,Sports,0.15,0.04,0.0,0.01,0.2
PSV,2016.0,Action,0.0,0.0,0.2,0.0,0.2
PSP,2012.0,Sports,0.0,0.0,0.2,0.0,0.2
GC,2002.0,Platform,0.15,0.04,0.0,0.01,0.2
PS4,2016.0,Strategy,0.07,0.09,0.0,0.03,0.2
WiiU,2013.0,Action,0.08,0.07,0.03,0.01,0.2
Wii,2012.0,Misc,0.14,0.04,0.0,0.02,0.2
PS2,2004.0,Misc,0.0,0.0,0.2,0.0,0.2
PS2,2004.0,Misc,0.1,0.08,0.0,0.03,0.2
PS,1995.0,Puzzle,0.11,0.07,0.0,0.01,0.2
X360,2010.0,Misc,0.15,0.02,0.02,0.01,0.2
X,2003.0,Puzzle,0.15,0.04,0.0,0.01,0.2
PC,2012.0,Strategy,0.07,0.1,0.0,0.02,0.2
X360,2007.0,Shooter,0.18,0.0,0.0,0.02,0.2
SNES,1991.0,Sports,0.0,0.0,0.2,0.0,0.2
PS2,2004.0,Action,0.1,0.08,0.0,0.03,0.2
PS3,2009.0,Action,0.12,0.05,0.0,0.03,0.2
Wii,2009.0,Misc,0.17,0.02,0.0,0.01,0.2
PS2,2002.0,Racing,0.1,0.08,0.0,0.03,0.2
PSP,2006.0,Puzzle,0.18,0.0,0.0,0.01,0.2
PS4,2014.0,Action,0.07,0.07,0.03,0.03,0.2
DS,2012.0,Action,0.15,0.03,0.0,0.01,0.2
GBA,2003.0,Sports,0.14,0.05,0.0,0.0,0.2
PS2,2005.0,Simulation,0.1,0.08,0.0,0.03,0.2
PSP,2010.0,Sports,0.0,0.0,0.2,0.0,0.2
PSP,2007.0,Strategy,0.16,0.01,0.0,0.02,0.2
PSP,2011.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
X360,2008.0,Racing,0.12,0.06,0.0,0.02,0.2
PSP,2005.0,Sports,0.18,0.0,0.0,0.01,0.2
PS,2002.0,Action,0.0,0.0,0.18,0.01,0.2
GBA,2007.0,Action,0.14,0.05,0.0,0.0,0.2
DS,2008.0,Role-Playing,0.1,0.02,0.07,0.01,0.2
GBA,2002.0,Platform,0.14,0.05,0.0,0.0,0.2
PS3,2006.0,Role-Playing,0.14,0.02,0.02,0.02,0.2
GC,2004.0,Misc,0.15,0.04,0.0,0.01,0.2
X,2002.0,Adventure,0.15,0.04,0.0,0.01,0.2
PS,2000.0,Action,0.11,0.07,0.0,0.01,0.2
DS,2010.0,Puzzle,0.07,0.11,0.0,0.02,0.2
GBA,2001.0,Action,0.14,0.05,0.0,0.0,0.2
PSP,2011.0,Sports,0.0,0.0,0.2,0.0,0.2
DS,2006.0,Misc,0.0,0.0,0.2,0.0,0.2
PS3,2011.0,Strategy,0.18,0.0,0.0,0.02,0.2
X,2002.0,Role-Playing,0.15,0.04,0.0,0.01,0.2
GC,2004.0,Action,0.15,0.04,0.0,0.01,0.2
3DS,2012.0,Role-Playing,0.0,0.0,0.2,0.0,0.2
X,2002.0,Fighting,0.14,0.05,0.0,0.01,0.2
PS3,2011.0,Fighting,0.04,0.04,0.1,0.02,0.2
Wii,2011.0,Sports,0.14,0.04,0.0,0.01,0.2
PC,2013.0,Action,0.05,0.13,0.0,0.02,0.2
XOne,2016.0,Action,0.12,0.05,0.01,0.02,0.2
X360,2007.0,Action,0.17,0.01,0.0,0.02,0.2
PS3,2006.0,Simulation,0.09,0.0,0.09,0.01,0.2
PS2,2005.0,Action,0.1,0.07,0.0,0.03,0.2
DS,2009.0,Action,0.15,0.03,0.0,0.02,0.2
PS2,2005.0,Racing,0.1,0.07,0.0,0.03,0.2
DS,2010.0,Role-Playing,0.08,0.04,0.07,0.01,0.2
DS,2010.0,Adventure,0.13,0.05,0.0,0.02,0.2
PS3,2014.0,Action,0.03,0.12,0.02,0.03,0.2
PC,2009.0,Adventure,0.0,0.17,0.0,0.03,0.2
Wii,2011.0,Misc,0.0,0.17,0.0,0.03,0.2
PS2,2001.0,Sports,0.1,0.07,0.0,0.02,0.2
XOne,2016.0,Shooter,0.1,0.08,0.0,0.02,0.2
PS2,2008.0,Role-Playing,0.07,0.05,0.05,0.02,0.2
PS2,2003.0,Action,0.1,0.07,0.0,0.02,0.2
GBA,2002.0,Misc,0.14,0.05,0.0,0.0,0.2
PSV,2016.0,Role-Playing,0.0,0.07,0.11,0.02,0.2
PS3,2011.0,Action,0.0,0.03,0.16,0.01,0.2
X,2002.0,Racing,0.15,0.04,0.0,0.01,0.19
PS2,2005.0,Misc,0.1,0.07,0.0,0.02,0.19
GBA,2003.0,Platform,0.14,0.05,0.0,0.0,0.19
DS,2009.0,Adventure,0.07,0.1,0.0,0.02,0.19
PS2,2006.0,Fighting,0.07,0.06,0.04,0.02,0.19
PSP,2006.0,Shooter,0.17,0.01,0.0,0.02,0.19
DS,2008.0,Misc,0.18,0.0,0.0,0.01,0.19
